date,Y_h,pred_HAR,pred_HAR-DOW,pred_HAR-X,split
2012-02-13,-1.1818951128493007,-0.9670477599827921,-1.124429311811482,-1.2183360011244708,train
2012-02-14,-0.952188085918865,-1.0102815331241035,-1.0193728733410734,-1.1231128171139833,train
2012-02-15,-0.7309168640257547,-0.9898814364649829,-0.9365597209312863,-0.9109058684978938,train
2012-02-16,-0.6926329383424135,-0.9073732575955381,-0.855112834828726,-0.9496176734893803,train
2012-02-17,-1.2207651059779296,-0.9006124527459601,-0.8862272306804572,-0.9732158220081658,train
2012-02-20,-1.3066127250432753,-1.0361339244185213,-1.2018957181083216,-1.307840599525025,train
2012-02-21,-0.22475103542218708,-1.071444366331647,-1.0814134245976443,-1.1779205721778196,train
2012-02-22,-1.2335429001102702,-0.7484670674193244,-0.7378223136739508,-0.8435154780780616,train
2012-02-23,-1.1354960668485614,-1.0288329232872442,-0.9400082177290241,-1.11580222916234,train
2012-02-24,-1.4352007790644172,-1.050785286988333,-1.026379325438036,-1.146215712219351,train
2012-02-27,-1.141687369445755,-1.1487484653877553,-1.3429956704467656,-1.4379261320318646,train
2012-02-28,-1.1986812360300558,-1.0675913832747495,-1.0764377719448621,-1.1708940450218486,train
2012-02-29,-0.9190341646223363,-1.1763693436127607,-1.1077441108408885,-0.8834674447474049,train
2012-03-01,-1.1593712765029778,-1.0808104350173444,-1.0137982788444153,-0.9724908128948089,train
2012-03-02,-1.3472100170918513,-1.1410772970809744,-1.1156734250895066,-1.292719882057871,train
2012-03-05,-1.056224598026966,-1.185569630934934,-1.3680417674539278,-1.5073189424884375,train
2012-03-06,-1.458868128292556,-1.1165081601303315,-1.1249295285787213,-1.3156885670738936,train
2012-03-07,-1.4427711035392803,-1.2419997439036212,-1.1601250997188612,-1.3142979402949266,train
2012-03-08,-1.095453659881163,-1.2930416620228495,-1.1882419282514085,-0.8509708352636739,train
2012-03-09,-1.182382104527938,-1.212282192374647,-1.189066932555949,-0.9067926118980936,train
2012-03-12,-1.3824982379669781,-1.2192237073869816,-1.3800329738015733,-1.4902910028268392,train
2012-03-13,-1.2252586826658478,-1.3031140867782587,-1.3136327086217485,-1.1138034089274675,train
2012-03-14,-1.1569521233386253,-1.246595966145539,-1.1784608716212666,-1.2499321017987162,train
2012-03-15,-1.339158977885046,-1.2046837916280493,-1.1223493219470329,-1.2393508434975113,train
2012-03-16,-1.1596339256763506,-1.272991729061864,-1.2453377536586332,-1.2750621094203913,train
