date,Y_h,pred_HAR,pred_HAR-DOW,pred_HAR-X,split
2012-02-13,-1.0781560512588613,-0.8984357077556112,-0.9210681242445796,-0.9839780082842583,train
2012-02-14,-1.0771216823665464,-0.9299583753500293,-0.919509913281636,-1.013211244595697,train
2012-02-15,-1.0937866329257133,-0.9395598894317975,-0.9266554080896429,-1.0104560930355015,train
2012-02-16,-1.1168307953110965,-0.8921809512807709,-0.8888973304767933,-0.9610316568540676,train
2012-02-17,-1.1588316016538718,-0.8882625709489189,-0.893057168988503,-0.958443442203999,train
2012-02-20,-1.1666320170700324,-0.9505509065412174,-0.9736491080736157,-1.0043963077600675,train
2012-02-21,-1.1706043742540957,-0.9728146389090695,-0.96179132650779,-1.0232093845703387,train
2012-02-22,-1.2487786336928686,-0.8190227553669815,-0.8097231115343286,-0.9033134637721142,train
2012-02-23,-1.247311947911465,-0.9432078388793165,-0.9448150206430036,-0.9876712378935483,train
2012-02-24,-1.244114774667621,-0.9708806314941373,-0.9844545576231652,-1.0161271187302332,train
2012-02-27,-1.2470805431581984,-1.025755773969314,-1.0533194897309908,-1.069926797456252,train
2012-02-28,-1.2552516861361087,-0.9916797334924788,-0.9800336797771413,-1.044399775198444,train
2012-02-29,-1.2610546392929574,-1.0725077357690362,-1.0558610841581868,-1.1196135339163864,train
2012-03-01,-1.2723681404853986,-1.0234398123491248,-1.018878528213452,-1.070275255613629,train
2012-03-02,-1.2912779085191284,-1.0500578787061112,-1.0622720488552537,-1.089609995814977,train
2012-03-05,-1.2704668794989278,-1.0748163257368146,-1.098965580442587,-1.117980342515851,train
2012-03-06,-1.2761290749407286,-1.0529375417406746,-1.0401491152277897,-1.100083889111199,train
2012-03-07,-1.2835298522940652,-1.1192159176946648,-1.1031044976797553,-1.1528009310867946,train
2012-03-08,-1.289654338767859,-1.1638121270444417,-1.163002767809126,-1.195179080281568,train
2012-03-09,-1.2891706623071095,-1.137438858660744,-1.1472179793839585,-1.178008931835631,train
2012-03-12,-1.2940903803029111,-1.1369465456037975,-1.1556293953200871,-1.1656503413126875,train
2012-03-13,-1.2958134951819518,-1.188633272300467,-1.1737113534937698,-1.1998420053360987,train
2012-03-14,-1.3125343365575448,-1.1609676212435183,-1.1445349484555007,-1.1843582468300637,train
2012-03-15,-1.3022122209512625,-1.1357427404425997,-1.1337052446446603,-1.1619409085762298,train
2012-03-16,-1.3083682275097,-1.1742248328141975,-1.1900081377534477,-1.2108356274715406,train
2012-03-19,-1.305749640530824,-1.1649317760128264,-1.183213112131708,-1.2059024169849497,train
2012-03-20,-1.296280346233696,-1.230980739760088,-1.2166569731416534,-1.2542056191460778,train
2012-03-21,-1.2987261981133196,-1.2332241175649206,-1.2157642253856649,-1.2384162305714321,train
2012-03-22,-1.3119425197451091,-1.2512437873351734,-1.2494234899605912,-1.25575375289221,train
2012-03-23,-1.3339152706353274,-1.2500139635242526,-1.262755664726918,-1.2574409686507775,train
2012-03-26,-1.3322099630546562,-1.2479454070844196,-1.2659793860718085,-1.2495393707287423,train
2012-03-27,-1.356113157250418,-1.2018150920656827,-1.188097272180049,-1.2304464043655239,train
2012-03-28,-1.3518816560314624,-1.2473626069022044,-1.2305590010950063,-1.2535105344609891,train
2012-03-29,-1.3816977979924123,-1.2271004255963989,-1.2262685480737834,-1.2388410473568556,train
2012-03-30,-1.3964721238608342,-1.2350382030909028,-1.2506637270115404,-1.2556743709359612,train
2012-04-02,-1.4047252449000163,-1.2141885501454608,-1.2314363931168895,-1.2407787873292107,train
2012-04-03,-1.4129961682305638,-1.3014470556607047,-1.286293210789528,-1.2922994197779627,train
2012-04-04,-1.4582842580442161,-1.199700944887401,-1.1845023970853887,-1.2111506390227056,train
2012-04-05,-1.458795493916772,-1.2093794364685155,-1.207727692412675,-1.2282021843465327,train
2012-04-06,-1.450312038975673,-1.2800748126793218,-1.3032991720883753,-1.2830506054151387,train
2012-04-10,-1.437368013527479,-1.3111551023381056,-1.2956397370838273,-1.3140714640672728,train
2012-04-11,-1.4651518949152729,-1.2307772282580534,-1.2149175938730927,-1.250104763668531,train
2012-04-12,-1.4813060495416281,-1.2716802233539881,-1.2693399193154364,-1.2938842226145801,train
2012-04-13,-1.4905377843917362,-1.301821695311838,-1.317840847001595,-1.3192314790186304,train
2012-04-16,-1.4745080877261438,-1.3251983452896057,-1.355135028574989,-1.3359099108779184,train
2012-04-17,-1.4733339142377158,-1.2234569718904953,-1.2098845711232458,-1.2554654239372218,train
2012-04-18,-1.4492956109350463,-1.2964664955682874,-1.278940732823991,-1.3126375177130463,train
2012-04-19,-1.4376875229054227,-1.2518190189164766,-1.2484095591769133,-1.2697425275378142,train
2012-04-20,-1.4355668258810255,-1.2620108391929323,-1.277826734963126,-1.2775380569923434,train
2012-04-23,-1.4180196387518662,-1.2646928346655102,-1.292195124187337,-1.3079415311402622,train
2012-04-24,-1.3711107349564962,-1.3534604287160972,-1.3374171353962938,-1.3846210945972377,train
2012-04-25,-1.3188395239513744,-1.392234691165697,-1.3718248179624835,-1.398066484077983,train
2012-04-26,-1.3152680408534303,-1.3373778706068118,-1.331652390662327,-1.3694841695161961,train
2012-04-27,-1.3124669497891528,-1.398170701325103,-1.415674822666468,-1.416905588182131,train
2012-04-30,-1.3017886940012136,-1.3767691831496671,-1.3983090233315583,-1.4104051976732177,train
2012-05-01,-1.2601092847212267,-1.501917578282841,-1.4829402064101453,-1.4884481714537035,train
2012-05-02,-1.2287348178320703,-1.4460267478487299,-1.4245650630842537,-1.4494049785627223,train
2012-05-03,-1.166151192605137,-1.4176202546956147,-1.4113373157281695,-1.4421381471145123,train
2012-05-04,-1.1318505022123666,-1.4932620365939566,-1.5154826246387212,-1.518342283675538,train
2012-05-07,-1.0991682201031705,-1.5440430493610005,-1.5758789959054154,-1.5653431993190547,train
2012-05-08,-1.0767210821234372,-1.4075392141542185,-1.3902883063664622,-1.4394871058355443,train
2012-05-09,-1.062795246120872,-1.4141496140995204,-1.394828127283446,-1.4388112778951154,train
2012-05-10,-1.0435546036549512,-1.4011547956212589,-1.3971937668360688,-1.4301555424946426,train
2012-05-11,-1.010761659233581,-1.4223030349106545,-1.4426703018917628,-1.4421356278451545,train
2012-05-14,-0.9900969645236444,-1.4103588450300204,-1.4403521640253023,-1.4209316434586206,train
2012-05-15,-0.973946249605032,-1.445357379632359,-1.4287590487593318,-1.4467432812616556,train
2012-05-16,-0.9765498104493585,-1.3987992484750102,-1.380310807389318,-1.4109085055133261,train
2012-05-17,-0.9653129593991076,-1.3463159451224527,-1.340704561226962,-1.3683582150132478,train
2012-05-18,-0.969789968707837,-1.3078542669391766,-1.3179862307080699,-1.3297791255133231,train
2012-05-21,-0.9512509272916959,-1.249520708668059,-1.2643428062889797,-1.269746766917981,train
2012-05-22,-0.9324492686353416,-1.2572312050157235,-1.2469023999357023,-1.2684128879965055,train
2012-05-23,-0.9383277896073277,-1.227335329445549,-1.2153279556575793,-1.222277436426188,train
2012-05-24,-0.9660160989736898,-1.180990075204587,-1.1796573917875688,-1.1761153107557951,train
2012-05-25,-0.9818193561649885,-1.137294679214908,-1.1455694442998192,-1.15921361813765,train
2012-05-28,-1.0012664089299226,-1.1741180355498548,-1.1950075467626071,-1.1961784766787849,train
2012-05-29,-0.9915298779340807,-1.2210892685813868,-1.2107193407572758,-1.2121691754021797,train
2012-05-30,-0.9076746843363829,-1.1916514204191522,-1.1789856042511613,-1.192260604055079,train
2012-05-31,-0.9222306220994753,-1.1682446645186475,-1.1671004266267722,-1.193796120903943,train
2012-06-01,-0.9461751436675038,-1.1606111874339462,-1.1700442387995633,-1.1795539828275623,train
2012-06-05,-1.0112481746464703,-1.0438725070805022,-1.0340914276928332,-1.0835419357884435,train
2012-06-06,-1.008425738884848,-1.0384039839171373,-1.0284142221434727,-1.0521108337488414,train
2012-06-07,-1.0293422570813429,-1.0082700405343712,-1.0097911896888,-1.023789468167423,train
2012-06-08,-1.0603593243722897,-0.9632077938016624,-0.9727295403110066,-0.9993870573629661,train
2012-06-11,-1.0790286020394662,-0.995181195960962,-1.017937951022581,-1.0217947112741865,train
2012-06-12,-1.101162099970794,-1.0045035226515837,-0.9953981563142813,-1.0367051638651041,train
2012-06-13,-1.1332991191474613,-0.972740128164359,-0.9624521275821739,-1.0093454003883748,train
2012-06-14,-1.1400617962900734,-0.9848901868874147,-0.9856319721383117,-1.0161731298602075,train
2012-06-15,-1.1520715060242976,-1.0092324846635654,-1.0236502098004734,-1.0544201924128576,train
