date,Y_h,pred_HAR,pred_HAR-DOW,pred_HAR-X,split
2012-05-03,-1.5040480472343067,-1.4496705481414909,-1.4537372542907907,-1.379168217958319,train
2012-05-04,-1.4683647514872087,-1.5617673950437263,-1.5866004790777957,-1.6211624558257982,train
2012-05-07,-1.4297706474682277,-1.62029341472436,-1.63343750972254,-1.7069353091149204,train
2012-05-08,-1.5314186615479948,-1.4255928637506765,-1.401224099492449,-1.5103300210353066,train
2012-05-09,-1.4923115258797124,-1.4440158830439083,-1.4328392646199093,-1.4778669549377041,train
2012-05-10,-1.394497976205978,-1.4254589780683118,-1.4328196170550127,-1.437755278451697,train
2012-05-11,-1.277488803222815,-1.457487467537968,-1.4799642416045347,-1.4719390803297159,train
2012-05-14,-1.1470779645073124,-1.4395943704070921,-1.4535602116287472,-1.472576768500869,train
2012-05-15,-1.0995564863823677,-1.482730535422883,-1.4580483339045327,-1.5249046035095233,train
2012-05-16,-1.072648729706038,-1.4161279737618822,-1.4043592811990209,-1.5147870882907117,train
2012-05-17,-1.050185337069434,-1.339890649919693,-1.3415255897872327,-1.4638744702119824,train
2012-05-18,-0.9900303549409681,-1.296718619328894,-1.3070590547687422,-1.4042863239430812,train
2012-05-21,-1.0217591590076995,-1.220437173838071,-1.2248107755936313,-1.4183230847185648,train
2012-05-22,-1.0504750105014082,-1.2408807140454696,-1.2241706896033866,-1.4342107453083537,train
2012-05-23,-1.0576107731799178,-1.2006679925602526,-1.1950217827629614,-1.3525711893795251,train
2012-05-24,-1.0959532271787347,-1.140495408483176,-1.146126689647404,-1.3085552834525351,train
